Year,Team,Conf,Won,Lost,Win_Pct,Games,Goals,Shots,ShotPct,GPG,SPG,GA,GAPG,GBPG,FO_Pct,RPI,Playoffs,Champion
2017,North Carolina,Atlantic Coast,8,7,0.5329999999999999,15,172,594,0.29,11.47,39.6,152,10.13,30.07,0.521,0.6904,1,0
2017,Marquette,Big East,8,7,0.5329999999999999,15,144,523,0.275,9.6,34.87,134,8.93,25.33,0.49700000000000005,0.6358,1,0
2017,Stony Brook,America East,7,7,0.5,14,150,475,0.316,10.71,33.93,165,11.79,25.93,0.405,0.5979,0,0
2017,Lehigh,Patriot,7,7,0.5,14,137,478,0.287,9.79,34.14,140,10.0,31.79,0.531,0.5271,0,0
2017,Delaware,Colonial,7,8,0.467,15,158,571,0.27699999999999997,10.53,38.07,152,10.13,27.47,0.496,0.5627,0,0
2017,Massachusetts,Colonial,7,8,0.467,15,134,525,0.255,8.93,35.0,151,10.07,27.73,0.5579999999999999,0.6481,0,0
2017,Furman,Southern,7,8,0.467,15,152,499,0.305,10.13,33.27,136,9.07,25.53,0.485,0.5571,0,0
2017,Harvard,Ivy League,6,7,0.462,13,142,451,0.315,10.92,34.69,144,11.08,26.69,0.376,0.5649,0,0
2017,UMBC,America East,6,8,0.429,14,106,411,0.258,7.57,29.36,128,9.14,21.5,0.46799999999999997,0.6052,0,0
2017,Drexel,Colonial,6,8,0.429,14,137,425,0.322,9.79,30.36,155,11.07,25.21,0.379,0.5959,0,0
2017,Hartford,America East,6,8,0.429,14,155,497,0.312,11.07,35.5,154,11.0,28.79,0.537,0.5582,0,0
2017,Navy,Patriot,6,8,0.429,14,132,431,0.306,9.43,30.79,134,9.57,31.21,0.642,0.5491,0,0
2017,Wagner,Northeast,6,9,0.4,15,116,493,0.235,7.73,32.87,146,9.73,25.53,0.408,0.4697,0,0
2017,Canisius,Metro Atlantic,6,9,0.4,15,147,483,0.304,9.8,32.2,160,10.67,26.27,0.436,0.5719,0,0
2017,Cornell,Ivy League,5,8,0.385,13,152,497,0.306,11.69,38.23,175,13.46,33.0,0.381,0.5922,0,0
2017,Mercer,Southern,5,8,0.385,13,115,455,0.253,8.85,35.0,141,10.85,26.69,0.556,0.4308,0,0
2017,Vermont,America East,5,8,0.385,13,128,387,0.331,9.85,29.77,145,11.15,26.23,0.503,0.5143,0,0
2017,Bucknell,Patriot,5,8,0.385,13,126,490,0.257,9.69,37.69,138,10.62,27.92,0.515,0.5206,0,0
2017,Cleveland St.,Independent,5,9,0.35700000000000004,14,126,443,0.284,9.0,31.64,185,13.21,26.93,0.431,0.6068,0,0
2017,Fairfield,Colonial,5,9,0.35700000000000004,14,119,513,0.23199999999999998,8.5,36.64,145,10.36,27.21,0.511,0.5888,0,0
2017,Colgate,Patriot,5,9,0.35700000000000004,14,132,523,0.252,9.43,37.36,149,10.64,26.93,0.517,0.5633,0,0
2017,Saint Joseph's,Northeast,5,9,0.35700000000000004,14,124,465,0.267,8.86,33.21,139,9.93,28.21,0.54,0.5589999999999999,0,0
2017,Holy Cross,Patriot,5,10,0.33299999999999996,15,128,492,0.26,8.53,32.8,162,10.8,27.27,0.381,0.5446,0,0
2017,Detroit Mercy,Metro Atlantic,5,11,0.313,16,135,534,0.253,8.44,33.38,172,10.75,25.31,0.501,0.5223,0,0
2017,Bellarmine,Southern,4,9,0.308,13,112,424,0.264,8.62,32.62,174,13.38,20.0,0.38299999999999995,0.4649,0,0
2017,Georgetown,Big East,4,10,0.28600000000000003,14,142,528,0.26899999999999996,10.14,37.71,157,11.21,24.79,0.461,0.6006,0,0
2017,High Point,Southern,4,10,0.28600000000000003,14,125,455,0.275,8.93,32.5,157,11.21,23.29,0.33899999999999997,0.5352,0,0
2017,Mt. St. Mary's,Northeast,4,10,0.28600000000000003,14,123,476,0.258,8.79,34.0,159,11.36,24.57,0.37799999999999995,0.5006,0,0
2017,Manhattan,Metro Atlantic,3,11,0.214,14,118,463,0.255,8.43,33.07,185,13.21,29.86,0.496,0.4515,0,0
2017,Jacksonville,Southern,3,11,0.214,14,128,395,0.324,9.14,28.21,176,12.57,28.07,0.547,0.5269,0,0
2017,Siena,Metro Atlantic,3,11,0.214,14,145,529,0.27399999999999997,10.36,37.79,187,13.36,26.57,0.431,0.5226,0,0
2017,Quinnipiac,Metro Atlantic,2,9,0.182,11,102,409,0.249,9.27,37.18,126,11.45,30.18,0.534,0.2017,0,0
2017,Dartmouth,Ivy League,2,11,0.154,13,92,417,0.221,7.08,32.08,166,12.77,29.54,0.35700000000000004,0.4917,0,0
2017,Lafayette,Patriot,2,12,0.14300000000000002,14,102,454,0.225,7.29,32.43,176,12.57,28.93,0.474,0.544,0,0
